row_id,dialect,split,task,characters
c62bfdc37e4fd612a735ad8637cb362d0be989c56d8f078cb681bc68a2bf7ebb,CHI,test_ood,identification,7
a5d68f059cd997d0814aa32b503ab20c15c90db0d0aaf42799210b21a149b306,CHI,test,identification,124
885f4ccf9ce8d6af2cbb7e7d65e5109af4a59c6d9034cef60e135e46144b80ad,SYL,train,identification,33
f9ed2a051e83e7425f477e8f4982bbea1d3cfc9d4679b9e03cf978af14451b1d,CHI,train,identification,41
f89860bf1aa491b3024d9a39b09faf94a3a2a196c06d6c68c7708e40f46f2796,RAN,train,identification,184
a60a76b8c375f93cad9613d0c35924d86b50e9ec2d1166aedbb281b86f7467e8,NAR,validation,identification,29
f0998218634b18354fd9c7295e8bd1bdd18c925b4bb2317d3bc467042da49e2a,SYL,train,normalization,5
37882030b0c41f370b7e03a41d8a11719846badfa0433bfe0740155d59e8bde8,NOA,test_ood,identification,17
5b4b5e0aa960cfdd897e7803649d3c5ca1456e4dab843a53776f8de0528d996b,KIS,validation,identification,15
246ae0a37512f68ba44da275ef12bec4cdc6386154a3d2faf30f5ad78d1a6293,CHI,validation,normalization,17
40d946d11afebe9bc176a7f1547203d6c31b19d3f3d51e5ed74847a9526969cc,NAR,test_external,identification,170
98b8d958ccaea7ddfb951804e2ed3ea7d81112083f842b1733a8c821f96e35a0,CHI,train,normalization,21
e01b0d3dde81c06f468f677c79815101f9bc477b0a85dd57e906fd6463611a5a,CHI,train,identification,66
0523f9d89a0ac18c51c06c0674f4d7629a74f4e67008db3808da76671be6de94,SYL,test,normalization,72
b1a3c140b5a47d9edf5bc3e54ecd089fa963acfbe6c115cd430248713e767447,STD,train,identification,10
33cd024e80684d2e43b95d1094fdb0462161325e994a61d4c8e95ce967c4d21f,CHI,train,identification,52
ae8de22b4499cafe27cffdd5c53754d4eb5d4e33c1387f7f15a3e9de13ddd704,SYL,train,identification,226
29c9f16b1c5fe42a82b7c3aa3b29225defc4d56af7e21e2d6397372b466c85e4,STD,train,identification,24
1339cb890a0f2ecefbdb40611ce312bace07f9926d3f94fe050f9859f08da555,SYL,train,normalization,31
8e88c14a291a29ae16fb9fd7b8e9acf1c996e0cb0be8e6662cf52f816f0e354a,TAN,train,identification,222
fb878b772ea5a8d425330869da332c9e40ba2e680675c122425f015d5c1dcd97,CHI,train,normalization,56
86480f6fd32bd0cc9026a443b8045bcd3f286bcec02fb7c5b45d56041c4b7b11,STD,train,identification,21
c00e43dce4e8205c509b8aa4ea7d0077cc72ef4a41d36d82abd48b794da560f6,SYL,validation,identification,16
a98190c224ab5dfc0a7cbc0bc52a45b10afc0681070fadea7bac71ad559811cd,NSD,train,identification,56
f838e647e0d506506c15740bf2eaddd4b2b0a3e30ef3295644cff60b04727209,NSD,train,identification,249
fb48664eddcf862232549a20b600ae600b3859f5d792595b04ff968d42e633b6,MYM,train,identification,18
992d0307342d3b2e485031078fcf2cd1d9713b11d7a7c4a0c44f9f6201efc6a3,STD,train,identification,6
d849f4e09d98f9dabe632bf1db3f759874917bad1aeca6f8855443d188a15016,SYL,train,identification,16
07f8cdac376f257e0232865bd3e1c23c59b2923c3c09d8fb29f08bb7e509c58f,CHI,train,normalization,19
802b3b91ac63c852e771c56bf30ab0ee4a83be699cf780a47925463c558d8ceb,KIS,test,identification,27
6064dc062dd9d3ff782ce63bca850b332bc11097b19633f71ebcf79633addc3a,KIS,test,identification,16
ec154bc41f26999e7e8323025ed2354ab7b38b27ef56231336783ccdc176f46c,CHI,train,identification,66
48ae3a49587adc924c49c795e4e2ee76fa54a153a7259951f8c62ff333d6d313,STD,test,identification,21
a00f3ca949852541ff44683b26e7c0e72dd8db356de58154aea76cab8412624b,RAN,train,normalization,18
a58a1fae2013fa90116a5219d27aae135e075ba591813f647be741b0e595d9b9,TAN,train,identification,65
740e7bddc2fc8c89b7170fb721693c5060a5e50c0f4acfb11629284ffb3cb4df,SYL,validation,identification,34
9428f43b4abdae635a5ea3e3e1ac04e38aa1cc6f08bbafb8322e5ef7e3fd98f8,NOA,train,identification,29
3a2d35630d1348a0734f47e946843263a0fb3936cbb92e0ad7f1c0237218c4db,NAR,train,identification,94
82a76745510e86b3f84728c0cde7ad0e7d697fd338bf43a8199deb282dbe722a,TAN,train,identification,24
84cf8e331d5416dffe7bf94205f8378723278dcd83f1389c751f2b78e22078a4,CHI,train,identification,35
291a41bcc780048ca01e962c1c8fbdb37763d0be106cae79af42f063539550b2,SYL,validation,normalization,20
92b0b2cf9d56b414eba097c3bd0a3fd417eef5cfec4c5273768e784d3cc8652c,STD,train,identification,17
da6da36bc1ebf85164927adc1c3ec94227cca25f3ba20af7576ca20efaf51cbd,SYL,train,normalization,16
7d355b3c5800ba4cf0ebf831f611cf9e4dbf2fc5bdbf0401e173f2d5aa51f7f6,RAN,train,identification,29
f1da77d0e85b5bbea4b267edb73adbfe2fd9a32db4f0261defc29ff6fd843449,CHI,train,normalization,15
a7b19752916f2dac3c618a30d9282065b0bcae88eb3ecb368f030aa9a108c6a0,NAR,train,identification,31
0f3eecdb537c3aba7875847917e77dab725bf7a985e4e965fff2a120bcde1e07,SYL,train,normalization,121
08abf6e9abae145ed4dc017f3ce34e29f54f0d09da574423ca1f2bf222ee753e,CHI,validation,identification,36
79674ed3f6bd60da68c00e889a2150cb4c929274361a834e5711587d1645ad87,CHI,validation,identification,54
0cbea8f06656c3f9d09b56e4833f4250ada49248bb64cc3b910c9927bc06af0a,CHI,train,normalization,28
0259d21e5438c109ef8dc488f290bd2420cff5f857601a9510915f0dc2a8b539,CHI,train,identification,210
4ef363ec9c081944787a82e606c979dcaae38101946fdabe712e9b6b1a945c98,CHI,train,normalization,44
d09e1860fc6ba100e209e4781cad673bd7708ccff477646513e1e66b94801c13,CHI,train,identification,25
cc9e52a2dde9dd4de57c85c1cc063fae58512dd74e1e1bb0568436cdaedb0c9e,BAR,train,normalization,39
ae63c88b734aeb3111609c5fd5357a54d5ae1fc718601d49f26bb3ab70cad84b,SYL,train,identification,12
37a217c573f6e42d99bb0ac842cecd7f91584f3ffc8c0a7ad0a91ef2b43a2d00,CHI,train,normalization,35
96e0ea12b49bd7f79644ed33e344a7406334ca44818afb4e59755cf3b7406995,BAR,validation,identification,21
2dd3ba20217434d8636889dbc6fc04ef30cdd082b4f5dbb1a20eb4207931e2d1,NOA,train,normalization,16
ce6dbf37c6892b3c7c0cbe33f1e888d495dd521ab240132f9b88bdd159007579,SYL,train,identification,29
43830b60b9a3288f615978670b71a6a4b0d534e8be281051d0b6a24403c30db2,KIS,train,identification,24
80bd4a882f63c85b696449fcb2b414f53c75173f232fed1a2acab1ce688f03de,CHI,test_ood,normalization,9
3da6b9da01b56bb38f731d019bade35309799a93b84217e916bbd6dc0031b479,KIS,train,identification,24
e3998a220820c67e18b67874feb3029127c88e949e155bf6ed6f8e5198b465bc,CHI,train,identification,33
b5a7df5b54fc654a74a5900b3c9802d5c5ab4e6effa4036c0b6352c72e9c5212,NOA,validation,identification,23
4b83200a25995e36ac48e65c2d1609a0491a2691b8d19b1c7181fc820adc00b1,CHI,train,normalization,16
b5b7bb6bac694eceec1811df3c6486a7ccc0f08fbe3d47e70f5b31d3b8b5754a,TAN,train,identification,180
008b096c7d2bafb5591ccb977e8436326b425fb2417170a850c6cfe4de510e52,SYL,validation,identification,29
cf6f25346754ac253493aeb0ddd6c59bd67b5efab3ed75b911a8dfb603ecbcb6,SYL,train,identification,67
ff45121b81361eac7b8a27a43d36c1d2f6d02273b277f401a2582150381a55fe,TAN,train,identification,7
2e825adb2cd8162d8b5e9956c395e71640c4abac5c70894065a6f790962be51c,CHI,train,identification,48
47df4e1bef5f80cc65be67316b95b1d110c7f9ac6adb554a3b3f1f9b3c141524,BAR,test,identification,40
f04f1d95116d8cb28c5cf9bd8101d445ebe463773781d2c8c1587d8d7ecf357e,NSD,train,identification,145
660d1a11d65fe729143790bb3a083ceeb3a097b2793f5c9ceb810b25fff718ff,CHI,train,normalization,15
c8ad49debe34a5d5c36dbc13bba0b1454de2f36b15292c97f9a8f3cff9c8a544,CHI,train,normalization,24
11e13d67769eadd640ca3e21e2a8722e4efd66d2557353a15120ef809d4964d4,RAJ,test_ood,normalization,7
48bfb76b43580ee831d212269ce14127ba1f9f872f64bcd690ec1d5c32297830,STD,train,identification,12
4a1ebb7f467eaf1955f622b7553aabc75986c65328de1df6f0da2c209c814e3c,SYL,test,identification,170
4dc747a20fb35d6972b5d0ed601777707378fd6e9699ec28acb94f3f6e71a1e0,STD,test,identification,19
359585b5c0e04f785a0a7ffe217844c83e05965de092315f9c95e576cc4b3c3a,SYL,train,normalization,18
97c4e01980066048f5b874e34acfaa548c08ec4ff2c1c8741fa26c13a2573498,STD,train,identification,30
c97f4a93bf301e0628f2770ff70bcb7d697a92a9155325b33dd437e0d3fc09cf,KIS,train,identification,108
7daf0220b7064e5172037ef341e99b90840f72b3d107962081605b80787e0cb8,STD,train,identification,6
e6e5a5e614f7a695d08f50f63ccdbf3d86e320056d43d81d21dd2d2beb26af1e,CHI,test_ood,identification,7
024b1b3efa66836d4a08d3889cf5184222df168e1c4ef600fc1fe297f7dc06c6,NOA,train,identification,42
e34db4a981dcae542fa3d9f02a7334dfc41d37d037aa6ed1ed888a08e74422c5,NAR,train,identification,21
fb8e78e26ee1838e9a1971c992dec6b6d261843ffc3d5052b3bd8e1e5b6e5595,STD,train,identification,15
4917a75d635660e9a01cc6560502199fba05feed7563bf62b43572402c67490e,CHI,train,identification,25
798e4fd306b091409ec52cc78b18e134a2291cbbe4b5bdf7cc7b56a3ee87c9d4,RAN,train,identification,24
ccf3880395549450326f7564d4c5ff4d9b409dc6ada7b3c52dd319826cdf03b2,STD,test,identification,11
1b067746f38be6e26c83f02a0819417372747d2808b140806143551305ed6f2a,SYL,train,normalization,4
9427c156c9ef7b5aa1aab560e083c9dfd52c4a6e6e4b478e529c9ddeddbaa69f,CHI,train,identification,19
b6e0b4e053836755f86daa7fdf1bd4bbd6c6dbd93aadff95dcea88e68cd0d607,NOA,test_ood,identification,6
ab157b2478bb6d372c12977c2cdb30a9f2d67bcc01ffd054ba44c19109059539,NAR,test,normalization,20
c730e33a65888be5ceae17ddfed7e47ce035a4481f646f7ad1baa2ed39768306,SYL,test_ood,normalization,10
be14ff090f740540f0ddcb169ffdca75f45366e043d9fdc740699fd10b4386b1,MYM,train,identification,19
99dba89f6b17a0f89d26001398ce91833d608135c8b86901499ad0df1bb2a03a,TAN,train,identification,48
0c9013f7e9471c749ed00a46135c7858c44a28b856299c83ee68e1ed95d85f4e,STD,test_ood,identification,11
997a846ac8b72d5ff543912600723201b1a58fa508c1e50adf2f99b9db1f664b,RAJ,test_ood,identification,8
d861023070dca9e2c9978852b459c99ae9454497f845aeca4b6d8db44fc5974d,TAN,test,identification,53
2d98e87fc196bd8963f1417c7d646880ee25d7de32493c38580efeb3416b8f94,TAN,validation,identification,42
e7701ddb690ed20d2b5ee458a83a2d560d9782c9955ba9d1dbe8ae28d79f77da,CHI,train,identification,78
b4b3144f4969d5a4e2fcc307965bce1449c54089acb06aac543a7fc74360c9cb,SYL,train,normalization,29
ed9d1ddfca9856d82eea202a7e0a51cb4fc2796a30d62568719690c01c3ecbd9,STD,train,identification,41
d819378a16a8b5c83ec723c27b7305eacb883a5f1d05321e1414425249fe76d7,BAR,train,normalization,19
2d90b7f3cd72c6be02a706a516794e7f638deb63363d33055702a55eae45ef29,STD,train,identification,20
25663d76ac5ec51a417e4f88a3c0851037abfdb69bd92a1e139a72eaee201ea5,TAN,test_external,identification,154
18cc3cc325a6c83b0ea1474c5d10298885c764d680dad3275c2e0579902d4c10,STD,test_ood,identification,6
214ec55746498a77d636df34a27acd5154d0d91af4d96589677c6dd5c0bffde9,RAJ,test_ood,normalization,9
d292e9f2cfaa941a2fc91d6d42f98fe76c9b510adc8743d6d381b6b2cca0a726,STD,train,identification,15
38ae7be5699b5751ebcf7a06d8bd992443c29ba5f4b32cdb68fe73475984b0df,NAR,train,identification,32
44bee392b91307ead3b95b51a9de1c604bd01d7eb893196ce498530245b43266,NAR,train,identification,22
bdc69bbffa041c2ef2d9e54fbe1026ded18535404bac35dafea34a9485928d57,CHI,train,normalization,63
e4cfa87ff13aef82a4b6075b793999371f978aea9078f29f5ad7240450198ee6,SYL,train,normalization,14
29900e03d515063727aa1a591bc8acb8e95f55c46b76adf72bf16bb25efebde7,SYL,test,normalization,6
bbaa9c4911e4cec3a13dc5dfa4d1032b6394bb798e0cfbf6ac1ebad35b4725a9,STD,test,identification,19
bac62596a89584faf9a1e0fbf32069561fb891d06a1727c9fc99cdd116cae1b2,NSD,train,identification,44
c626290fdd1daf5dc7af56a75924d14bcdb2a09b91af102acd453b471331a8af,RAN,validation,identification,34
acdc3a8e1256ccc23f5bfdb644e7b3a24e1f5c1c6d319847b649b766a39f36d8,KIS,train,identification,20
1084d11bb2c538bc83cf38b53b160b9be335752b9cd6c04c8edb7b1bc3002525,BAR,test_ood,identification,34
879f8133f7321ad7ff44c2fb43d3ec2410cbdb250ec31930832be607d7d811da,NSD,validation,identification,30
c0c41973c885d710bd2bb50f724cbca1eeed9de071bccaddb4bb63c46eb2bb8c,CHI,test,normalization,11
8057f8b953fdcc6018f160bc9df235824ef8301534b8e016ebb0016e4ed5e8f4,STD,train,identification,16
35d55c41c5ec8ec3cfe261f36357e0c565ac8ff99783660ec9d8d601a5d4c545,STD,train,identification,40
44f4ba989facc4ba4873ab32d45736e3b2f12caa1ff287bf79191642f75e4aeb,SYL,train,normalization,21
902caa5c4f40caa0ee10e7aea110e97bfaceda2fc89e114b160739a37faafd10,NAR,test_external,identification,130
263e10226007013f837d8acf7ce532bc091de4c717f189bfbce34ada3c18e60c,STD,test_ood,identification,13
186ad072f6f8db9fa54e4092a7e6bdd36350829f63aa06ebd8807a1a816e1fcf,NOA,train,normalization,33
9e4758058df0568cfb650bd73b05bd93d569b9511a475d52021470ecee31b6af,NOA,train,identification,57
8cffbb290e3e64da7d8c5f3744b4731b087ad2f7590bde8cc03f9373a466f879,KIS,train,identification,8
79041f56cf9424538b8051bf01a7a4caddeb76858ce7e175563d7cc89c44b524,NAR,test,identification,75
ac003fa00354fe15fa9505213a7946a469a5828d58b930686195c1984f754282,KIS,test,identification,19
745e9767d159604a1fc6415d0bfd38f816ccd864c0bcebbb5acf1bf1b54fae28,SYL,train,normalization,37
469ddb2022c6df7f75a857c8d5d2e54d8530c0dd994b46979330bac22038399b,RAN,train,normalization,20
75bb3ae680b1a4c53a5b7385a0571b0965ce843fe73598b6348896b2f398853b,STD,train,identification,10
b57bf739872fe8241c085159ca5f5626b791737525835771afea3434f5eafaaf,SYL,test,identification,49
f30edf4086712b5dbe51703eb1b74572df21dba440be7d1783fb1ecd45c0cc1e,SYL,train,normalization,110
434ffe830a3ff8b9055e936438ea9e9d4bcdd2a3517f35508e2e9f32ad96717c,CHI,train,identification,94
ac0a3566d771d94151fe1f83fe1772452089e5f1c9b5c878721f7fd50e2e78e1,TAN,train,identification,41
768955823215da7d05ca630b685255b58f6df1889ab979dac62da9d7177ede0a,KIS,test,identification,75
4186bd3a2b101f85f47a7c2466cdb4575450b5f6546fb134b3e33e342649dd67,CHI,test_ood,identification,19
b7db43ac4592f402292160bd8bf139762c0d277e2d923c062ad1b7e03a812c3f,CHI,train,identification,34
87d785d3f65e961b562603560f2c12f18342db0ad1e710b4f07dde2175a1dc90,STD,train,identification,9
a651b9526eee58368ee9a8d7e0122c4bda54a2aa536c2d362983af961b3af04a,NAR,train,identification,10
ffb1fddd7fdcd87c0caf0278cda7da23919302d2a043c3ad523f93592b7710bb,MYM,test_ood,identification,14
2517487fbee43d2f062c82d5157160cfa4ae796eda558744f039597600202113,STD,train,identification,18
3839d0ce2a3e53291015a9c89612e3d97f364b75483766e200d072ec4f21628b,KHU,train,identification,26
62401b0f1548a017f3be5daa5cf652043a6a28b258f16e85662bcbf0c150e21c,SYL,train,normalization,35
72f0075448cbdb039317d7028446a806f13d7fc07cff7be32e8df3cb69d08c13,NAR,train,identification,27
2dc8be2fc5fd2e1c6aa2f94d0848c49f134c2f697ac3efab5ded68dfa759c148,MYM,test_ood,normalization,8
bcf1dbea48e30c4959b687cefa186d6eb62fa577ef488568418999a4c3433b42,SYL,train,identification,104
c5eccd15a9078ad42f1f8c345125d42613bc546207743d2861d5ff9d12ba842d,STD,train,identification,21
9ab7dad5ac1248bae1c939ac637ad5e12d760389f81fdcf6296582a039c56573,NOA,train,normalization,69
933633dfaddbdf1770e5b998fa835ad016ae2c92a982364433b6ed68957e0e88,NOA,train,normalization,33
311964eba71bcc798c9d6d524e7e9c25065fb1656ee07f7ebea8d31a717aa9ef,BAR,test,identification,43
767fbe9fb2af392bc312891ed539eea1a5598845bc0b14a6fb7eddfe7aaaabe5,TAN,train,identification,20
25bacf67ce1d02654d86535d6507121bcfb171dc0c45d5fd0c2fd8031d036205,RAN,train,identification,41
2763cd15418f962fb6dff56e942b9993008ae77a662cf065c946285b298d02d8,SYL,train,normalization,4
df2b71101d83f25f7054963f3f3fc030569c5387c6613c288e1892a69bed6f2a,MYM,train,identification,33
a5f8a1baa2ce15a64b08030bf9e3a929037371b73670c977cc17020402d83c0d,SYL,train,identification,7
161a8ba3e84359eaf97668be5e676c6ce52ba90861c78905096bcfc65cb327b5,BAR,train,normalization,23
dd01c440a12845b7e0d8f14d841df4b3807f654ae3ad181e7aef46c24b071314,KIS,train,identification,9
779c7d1b4a61d2bb9a7e8e4556a76fa55ec721051b085dd937546002cdcebd7b,KIS,train,identification,21
01d2bb491aee6b4bfe7cf4579cbdbb0fa036f0d7107df0dd71abd1dc48104399,MYM,train,identification,45
fa6176824d136ef3d3e3574e06932c3c36b132386888dc286ab9f085ca5ad8a2,RAJ,test_ood,normalization,9
aabf0d9c8f1332a8f4d206451e981efa366ab26444694df2c148bbe825b98687,MYM,train,identification,25
fee8916cbc13c3dde4abc93e40680cba07abc53beccea94dbc1c96877d4d689c,SYL,validation,normalization,23
ef451caf0a5e2b959ca67379103ab9a680aa54f85f9c8a725e4ecd77e0af78b6,SYL,train,identification,141
9bbb65dfe963d3b719d48cfd75cc8bbb242d5f443569b8b18ff9c06bf9521786,MYM,test,normalization,45
660ec329460f99bb447ac6f382f900ed66938dcdcf0efb1559162d23f6f5752b,STD,train,identification,18
19b7d4dfc2cc3ac9e2fdc263036fdc1613617d50dbd2cfb2947b8b1e54cc450f,STD,test_ood,identification,9
0150dd23c53046f821c6fac214ee345b6c909ad5b9b959095742679f83ec1a46,BAR,test,normalization,51
f60febc6e51467ea832b857da9b13d118d13e058a3f52664009e3e9adef33b56,BAR,validation,identification,42
6270a302f4d6b0ec051dbf27c2cd6b302fa49dba435bcb34c01f7ec8599da824,CHI,train,identification,18
261e0493e9a5dfd2a245cd83de34111c9c3cbe09681a25128f369bc8efb8fa48,RAJ,test_ood,identification,8
c698f67d3b219be2f5de8144cc22843aa369e571a446a230e0b7114f58f16259,SYL,train,normalization,5
f181bd273b734604a10e1acaa39391ac48fa102fd1e4cb352cfd82db1182416e,KIS,train,identification,19
37cf4b4b8d7b1c15516cda5fea6ffff4c7fcc01fc344073a577da9ffd8539778,SYL,train,identification,27
b5abfcffbcbe14ff8fc78caa6273bf1f1bd0c76ca88c4e2a7b901cb1acf798c1,NSD,train,identification,162
66381942406f33d51b581999db1016da749d3f2bfc2909b3e181638d17fde1e9,RAN,train,identification,202
43ef682f38cc375816ec6608c7707154e15b6ebde46c18aba71d62b7d962e4b6,KIS,train,identification,122
be28da28d95039511cfb30a2bcd152da2d67e67cd655d822a052f665f7650efb,SYL,train,normalization,4
7cd338a130732a733f224ea4b5efd2d702ea7c493a650a3c2adad41530b08f63,MYM,train,normalization,29
a2bc8682ba4b90c266bc9a4a3530ea1b71ad93541673d716c3788f5985b4059e,CHI,test,identification,42
94aed66fea232a95df52cc91199c0bbc87fe5d8d8835e4c8642abdaf59f75698,CHI,test_ood,normalization,12
91a6f5715de7725d5f0a021f58fc4523ff55d358755697fcd7496c6937640c53,NOA,train,identification,59
c07844fa6544edfc4a163c3a5272f6d6e1c264821ab4e0aad15ba98210f23716,SYL,train,normalization,56
7ac055bbe4f19859d76caad73750c9ad0a41c30ac3fc0a3a0eea6d924604b17f,CHI,train,normalization,12
1f7cac979db30c39cf48f5becae54ae60be3dd7446f13280e9e5666f77f84753,KIS,train,identification,21
a78cf392e710f128ec5bf40186d47398f7ed59fa48e4fda329b35c7247537ade,STD,train,identification,45
5e9efd98a512aa032880cc7b2d1976080275fc804de68d0908eeb455acc56b5f,RAN,train,identification,37
cb91f6dd8d4c2d60bd59a1d19aa60178be33eee8ffcdb78bf987b4ebd3a6dc66,SYL,train,identification,94
9e7e45ee65f7063e6f55892f661ecd46054d034eb2855d4eda910971a2657587,NSD,train,identification,33
52d97dabe2e7cfa4b44e6fdb1b066a328883417a84c89ce02fdcdd5eb72e4579,TAN,train,identification,17
4669961f84e2fce153e052945e3a92c0ca7721b5aac2a43cc0e0dbd650c6e2e6,BAR,train,normalization,26
fa6f13760e2faee31c536a8cf233e4716516f1a041c83e564ac2cc875fddb7de,SYL,train,identification,31
067d0cf418fdf17b40eaa4f4caec34da38c9e4048359886f06eaee643b26ad55,CHI,train,identification,22
4674958aec7b03f9db5e637a8f10591329a1d271986c0615f428710a52e444bd,SYL,train,identification,187
798275dee95ea79930e438829782e9a2920fe55d7cd137b089cd69429bb44389,STD,train,identification,28
1cba9e41f6c449934743e00b7b19b9f4e2cdbfb50f0c4af7c1335d8798c04b81,STD,train,identification,46
d63cf6a937fc2e8d03d4184d4bdd00927e2d523ea4818672bf2ba39054242a2e,CHI,validation,normalization,37
853502d49151ca2792f3ee039eb877705c1c7a3f16e12bf8133c713094757a0b,CHI,train,identification,223
cdbfd2ffab089edd625ff66cd78ac6294c4d00d0ad5d57345c5948f3423d47ed,CHI,train,identification,32
99bf120ae77f94d63df925e51bb9b266a8476ce7da50b4017cda47ef0fb1341d,STD,validation,identification,25
fda9451998b856582993b4941dda65319e2fd4f2be0edc9137bbac78c8e6149e,CHI,train,identification,33
eebe1292628a8ec58a74ddb10e39c0e62a8bd52b5feb063d3e01251744caac83,SYL,train,identification,141
3b624812005f841891aa57d5312976946bf0897899cb520ac487146a38acbed9,BAR,train,normalization,27
47214caa60ed70c4c78a6e205bca34c46fc144a096e64831790b8dd44560aa48,STD,train,identification,31
8bf5014d6cae1ba4697503d627a3f3a225c91fda9930a7e98a2cd94ba7ff75e4,TAN,train,identification,46
e6a48869a80c25c252e5e6801d582624db9d481e411298afc47877e410ba9f63,NAR,train,identification,44
ad19cd9d38468a06091b2f6f1a041b0cc728af11aa4887e1e54f5a2c0a17c082,CHI,train,identification,82
47edb57a14432e59fa7a3b3397be09076392c3d550db95c1232f72f3e9768bc0,CHI,train,normalization,26
c8f7000062f1b05067e88680451aaa0a43c38aa73877ec420fc131251e1da07f,BAR,test_ood,identification,28
f7f0d6904e363c578f897f6d4c0e98281bcd2e232cd2bbf35a49b328848ad13a,NAR,train,identification,22
5b714277e2bd9f0d09049bbe6b8d542d090645f5f155da6fe04af7c0061f2019,CHI,train,identification,10
baff7936e4f1b25380e3fff8024cd0b7e652ee982497ba87b76f87532ae625af,SYL,validation,identification,25
2b2dd75766342a5ad5db98ecc352e9b3d35301fb12f92ef69449268f13a8c556,KIS,train,identification,18
204b639a77d3f85e861de54c2eee28b1233036407c49b60218717f65bec451e7,MYM,train,identification,30
c33f26950336915310daf2964a9f193b193ab288d7d2983a15d7cd799edc0ead,NAR,train,identification,9
b940f38ac281888030af2c15e665208a4e785fd83b0d47f3e547ee49e1a9e21d,BAR,train,normalization,29
7386b4a0fb32c35078a930d8fbfb1e6fb3a95a330a6e8ba0e61f58dce7dd92ba,SYL,train,identification,220
c0e434c4360e394d432e5ed6d1d1db7ae32f14635ebc9d4b57f5681dc441c037,RAN,train,normalization,20
04cbb37c05394e9994ee12455f5e63b27538b530382234f9b1a751917f1c7e56,BAR,test_ood,identification,12
2417d9b9c391163c69473b4b4d5d6568fc0a6714af0d64650d55f1a272f27f20,STD,test,identification,42
9ad36564b6e00a595b66aaebc54b678654c6152fb9eccfab8cba2479874bb81f,SYL,test,identification,34
18f359c7c54f6b2c5ce1237270bba36f892095d18e712ea4e454dd1891c810a2,SYL,train,identification,289
4fad48f5e5e46aa42f6ad9a357ca104e3c8e1d54dee61b1d99322f7af80f7ccc,NAR,validation,identification,19
4c74e233ce002a54751332614151b920a37142ca7c4d71bc69750963b2923347,SYL,test_ood,normalization,3
d9120e63e40aebc178b5fdadad62e3452537a5a701a531cb25c824abb563ac0f,CHI,train,normalization,71
31c6bd9a7f6aa28c7b1295a5306920489b0fb4641edb40463c483481a43269fa,CHI,train,normalization,35
02626ef45035722df46e1301efcc7b4e8da26819fb56bbbc6d85bb7c06b38a04,SYL,train,identification,9
c4accee25373f0a4260d70c1504a5e46dbcededc742f89535b50eaa24aa18184,SYL,train,normalization,6
ac7cf8af6c649cea1dbc57eb31937309658bfbd2dcd00fca8b2f07afa902e741,RAJ,test_ood,normalization,13
07e24321682b63a50fa7d93bec179b3c0a10af83efe0298087fb1c78c57ced1e,MYM,test,normalization,59
b4f480180629e08b6e144b1b4ab3e093c1b2ebba924a599331fe569e86c5637d,SYL,train,identification,15
2c358570d2e0e62cc25904349310a4dd2ddb3af0543240686f3dbc1806fb7487,CHI,validation,identification,29
49fbfa01f7deaa409f3fb4027f2a43298a3a1eb45acd751e63c4dc91f1200040,NAR,train,identification,11
bfa788a0023284f7d05926528f1b34bc3358d32937a5b56609800d7f649f2ac4,SYL,train,identification,57
380d12aa0856b1fc2df3b9fba0034b0295052d99070fbccdfb50f9665b0d9d3f,SYL,test_ood,identification,11
1aa1575bf893273a1d520b8f5daf5e5748f2cf46f5a196e32b506ca508c056df,MYM,train,identification,53
3093e4dcd43712c81b50c5d40b9b0c2b5be44cb562033a3ef10952a861a81c30,CHI,train,identification,17
1f6596f31a7e0a868574c523af3beee5eac83617c70889890bde7d0917df9af9,CHI,test_ood,identification,17
64da7fde8d9e32896f99184dd693894de47254797b9f0fcdff97eadcb1ad9e51,NAR,train,normalization,37
20e6ec99471246b885125d117f7a7a02d668f4004863ffcdda98b47a82562deb,MYM,train,identification,32
a3b062974c794da8d0621545011b4435ddfa88c8623ee3ba47354496d5204e13,NSD,train,identification,9
790cae31a6de01dbcd531362bfe5d7ae22f907e08837b4e631198bef25d24dc9,MYM,train,normalization,34
d056129cfcd85a212598012a3ebbc46fd5b8a3787f9cacb4321a86b14588a9ba,CHI,train,identification,24
3423ee2017471f758785b91feabf04638ba259b34599dcd8b391d16603482a02,CHI,train,identification,46
0a4802da9dd38803eacf2427165821df98224f70f12b28d59647250dbe786cdb,SYL,validation,identification,106
fb9882ab9d6f4d486081fba7c309b5af4624feaa6a499b3192b7174f55e6662d,KIS,train,identification,34
ad49d8822f3024f54cf32c665c291972775fec10b6a2b4980d161418271a0ade,SYL,train,normalization,32
b80c90cc46249de9d883ad7ab2afe66241e9e74d547183654f0c4ff5169c45b8,SYL,train,normalization,19
da1293a6bbb0f9541ea929b731dfe2b3226a19d0a315ebbed27760bf803dbec3,CHI,train,identification,52
c85328061122383033676ff636a4c9cc8b12f4199829fb27a6352c0836a2e2dd,NAR,train,identification,216
6afdc58d049ea72baa8fade0152a16688b6b452ba4207ddc82a3b2035f6a4d53,SYL,train,identification,9
4c9fa960e753c1e0d171653e8ba1e432297e905b536d8d97e483e0616a6283e6,TAN,validation,identification,12
058db6f2d509514a7e62e3c8eab5c06e64ed9a4b06c9034d1f38b1c338e7c314,STD,train,identification,71
d4ddbbb01ddbabef6af96c6511557310cc97ab6ce413b3ab3ed0da2e1fea934a,SYL,test_ood,identification,10
